Result_ID,Result,Query_ID,Query_Natural_Language,"Worker_Assessment(Popular & answers query=1, Unpopular & answers query=2, Partially answers=3, Irrelevant=4)"
"22661, 22670, 22680",9/11_(film)  producer  Tom_Forman_(producer) 9/11_(film)  director  Jules_and_Gedeon_Naudet ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,4
"22661, 22670, 22680",9/11_(film)  producer  Tom_Forman_(producer) 9/11_(film)  director  Jules_and_Gedeon_Naudet ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,4
23408,Cuando_quiero_llorar_no_lloro_(film)  starring  Orlando_Urdaneta Cuando_quiero_llorar_no_lloro_(film)  writer  Miguel_Otero_Silva ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,1
23408,Cuando_quiero_llorar_no_lloro_(film)  starring  Orlando_Urdaneta Cuando_quiero_llorar_no_lloro_(film)  writer  Miguel_Otero_Silva ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
23408,Cuando_quiero_llorar_no_lloro_(film)  starring  Orlando_Urdaneta Cuando_quiero_llorar_no_lloro_(film)  writer  Miguel_Otero_Silva ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
23408,Cuando_quiero_llorar_no_lloro_(film)  starring  Orlando_Urdaneta Cuando_quiero_llorar_no_lloro_(film)  writer  Miguel_Otero_Silva ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,3
23408,Cuando_quiero_llorar_no_lloro_(film)  starring  Orlando_Urdaneta Cuando_quiero_llorar_no_lloro_(film)  writer  Miguel_Otero_Silva ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
23408,Cuando_quiero_llorar_no_lloro_(film)  starring  Orlando_Urdaneta Cuando_quiero_llorar_no_lloro_(film)  writer  Miguel_Otero_Silva ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,2
"24384, 24394, 24407",Sleeper_(1973_film)  starring  Woody_Allen Sleeper_(1973_film)  editing  Ralph_Rosenblum ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24384, 24394, 24407",Sleeper_(1973_film)  starring  Woody_Allen Sleeper_(1973_film)  editing  Ralph_Rosenblum ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24384, 24394, 24407",Sleeper_(1973_film)  starring  Woody_Allen Sleeper_(1973_film)  editing  Ralph_Rosenblum ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24384, 24394, 24407",Sleeper_(1973_film)  starring  Woody_Allen Sleeper_(1973_film)  editing  Ralph_Rosenblum ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24384, 24394, 24407",Sleeper_(1973_film)  starring  Woody_Allen Sleeper_(1973_film)  editing  Ralph_Rosenblum ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"22868, 22908, 22918, 22928, 22938, 22948, 22958, 22998, 23008, 23018, 23028, 23038, 23048, 23117, 23127, 23138",Frasier  starring  John_Mahoney Frasier  starring  Jane_Leeves ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,3
"22868, 22908, 22918, 22928, 22938, 22948, 22958, 22998, 23008, 23018, 23028, 23038, 23048, 23117, 23127, 23138",Frasier  starring  John_Mahoney Frasier  starring  Jane_Leeves ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,3
"22868, 22908, 22918, 22928, 22938, 22948, 22958, 22998, 23008, 23018, 23028, 23038, 23048, 23117, 23127, 23138",Frasier  starring  John_Mahoney Frasier  starring  Jane_Leeves ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,3
"22868, 22908, 22918, 22928, 22938, 22948, 22958, 22998, 23008, 23018, 23028, 23038, 23048, 23117, 23127, 23138",Frasier  starring  John_Mahoney Frasier  starring  Jane_Leeves ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"22868, 22908, 22918, 22928, 22938, 22948, 22958, 22998, 23008, 23018, 23028, 23038, 23048, 23117, 23127, 23138",Frasier  starring  John_Mahoney Frasier  starring  Jane_Leeves ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"24826, 24915, 24994, 25006, 25094",Double_Dynamite  starring  Frank_Sinatra Double_Dynamite  producer  Irwin_Allen ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",2
"24826, 24915, 24994, 25006, 25094",Double_Dynamite  starring  Frank_Sinatra Double_Dynamite  producer  Irwin_Allen ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",1
"24826, 24915, 24994, 25006, 25094",Double_Dynamite  starring  Frank_Sinatra Double_Dynamite  producer  Irwin_Allen ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",1
"24826, 24915, 24994, 25006, 25094",Double_Dynamite  starring  Frank_Sinatra Double_Dynamite  producer  Irwin_Allen ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",1
"24826, 24915, 24994, 25006, 25094",Double_Dynamite  starring  Frank_Sinatra Double_Dynamite  producer  Irwin_Allen ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",1
"24925, 24933, 24943, 24953, 24963, 24973",9/11_(film)  starring  Robert_De_Niro 9/11_(film)  producer  Jules_and_Gedeon_Naudet ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",3
"24925, 24933, 24943, 24953, 24963, 24973",9/11_(film)  starring  Robert_De_Niro 9/11_(film)  producer  Jules_and_Gedeon_Naudet ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",4
"24925, 24933, 24943, 24953, 24963, 24973",9/11_(film)  starring  Robert_De_Niro 9/11_(film)  producer  Jules_and_Gedeon_Naudet ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",3
"24925, 24933, 24943, 24953, 24963, 24973",9/11_(film)  starring  Robert_De_Niro 9/11_(film)  producer  Jules_and_Gedeon_Naudet ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",4
"24925, 24933, 24943, 24953, 24963, 24973",9/11_(film)  starring  Robert_De_Niro 9/11_(film)  producer  Jules_and_Gedeon_Naudet ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",3
"25505, 25514, 25528, 25536, 25543, 25553, 25564, 25425, 25444, 25464, 25384, 25474, 25405, 25415, 25435, 25454, 25487, 25496",Von_Ryan's_Express  starring  Frank_Sinatra Von_Ryan's_Express  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,3
"25505, 25514, 25528, 25536, 25543, 25553, 25564, 25425, 25444, 25464, 25384, 25474, 25405, 25415, 25435, 25454, 25487, 25496",Von_Ryan's_Express  starring  Frank_Sinatra Von_Ryan's_Express  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,3
"25505, 25514, 25528, 25536, 25543, 25553, 25564, 25425, 25444, 25464, 25384, 25474, 25405, 25415, 25435, 25454, 25487, 25496",Von_Ryan's_Express  starring  Frank_Sinatra Von_Ryan's_Express  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,1
"25505, 25514, 25528, 25536, 25543, 25553, 25564, 25425, 25444, 25464, 25384, 25474, 25405, 25415, 25435, 25454, 25487, 25496",Von_Ryan's_Express  starring  Frank_Sinatra Von_Ryan's_Express  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,3
"25505, 25514, 25528, 25536, 25543, 25553, 25564, 25425, 25444, 25464, 25384, 25474, 25405, 25415, 25435, 25454, 25487, 25496",Von_Ryan's_Express  starring  Frank_Sinatra Von_Ryan's_Express  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,3
"23398, 23406",De_tal_palo_tal_astilla  starring  Luis_Aguilar_(actor) De_tal_palo_tal_astilla  writer  Jose_Mara_Fernendez_Unin ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
"23398, 23406",De_tal_palo_tal_astilla  starring  Luis_Aguilar_(actor) De_tal_palo_tal_astilla  writer  Jose_Mara_Fernendez_Unin ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
"23398, 23406",De_tal_palo_tal_astilla  starring  Luis_Aguilar_(actor) De_tal_palo_tal_astilla  writer  Jose_Mara_Fernendez_Unin ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
"23398, 23406",De_tal_palo_tal_astilla  starring  Luis_Aguilar_(actor) De_tal_palo_tal_astilla  writer  Jose_Mara_Fernendez_Unin ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
"23398, 23406",De_tal_palo_tal_astilla  starring  Luis_Aguilar_(actor) De_tal_palo_tal_astilla  writer  Jose_Mara_Fernendez_Unin ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
"25317, 25327, 25337, 25348, 25356, 25367, 25377",Mr._(band)  genre  Pop_music Mr._(band)  award  2009_RTHK_Top_10_Gold_Songs_Awards ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",4
"25317, 25327, 25337, 25348, 25356, 25367, 25377",Mr._(band)  genre  Pop_music Mr._(band)  award  2009_RTHK_Top_10_Gold_Songs_Awards ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",4
"25317, 25327, 25337, 25348, 25356, 25367, 25377",Mr._(band)  genre  Pop_music Mr._(band)  award  2009_RTHK_Top_10_Gold_Songs_Awards ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",4
"25317, 25327, 25337, 25348, 25356, 25367, 25377",Mr._(band)  genre  Pop_music Mr._(band)  award  2009_RTHK_Top_10_Gold_Songs_Awards ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",4
"25317, 25327, 25337, 25348, 25356, 25367, 25377",Mr._(band)  genre  Pop_music Mr._(band)  award  2009_RTHK_Top_10_Gold_Songs_Awards ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",4
"25483, 25503, 25513, 25523, 25533, 25557, 25493",Lady_in_Cement  starring  Frank_Sinatra Lady_in_Cement  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,1
"25483, 25503, 25513, 25523, 25533, 25557, 25493",Lady_in_Cement  starring  Frank_Sinatra Lady_in_Cement  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,3
"25483, 25503, 25513, 25523, 25533, 25557, 25493",Lady_in_Cement  starring  Frank_Sinatra Lady_in_Cement  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,3
"25483, 25503, 25513, 25523, 25533, 25557, 25493",Lady_in_Cement  starring  Frank_Sinatra Lady_in_Cement  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,3
"25483, 25503, 25513, 25523, 25533, 25557, 25493",Lady_in_Cement  starring  Frank_Sinatra Lady_in_Cement  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,3
"24237, 24247, 24258",Annie_Hall  starring  Woody_Allen Annie_Hall  distributor  United_Artists ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,4
"24237, 24247, 24258",Annie_Hall  starring  Woody_Allen Annie_Hall  distributor  United_Artists ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,1
"24237, 24247, 24258",Annie_Hall  starring  Woody_Allen Annie_Hall  distributor  United_Artists ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24237, 24247, 24258",Annie_Hall  starring  Woody_Allen Annie_Hall  distributor  United_Artists ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24237, 24247, 24258",Annie_Hall  starring  Woody_Allen Annie_Hall  distributor  United_Artists ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
23318,Spirits_of_the_Dead  starring  Jane_Fonda Spirits_of_the_Dead  writer  Federico_Fellini ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
23318,Spirits_of_the_Dead  starring  Jane_Fonda Spirits_of_the_Dead  writer  Federico_Fellini ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
23318,Spirits_of_the_Dead  starring  Jane_Fonda Spirits_of_the_Dead  writer  Federico_Fellini ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,3
23318,Spirits_of_the_Dead  starring  Jane_Fonda Spirits_of_the_Dead  writer  Federico_Fellini ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,3
23318,Spirits_of_the_Dead  starring  Jane_Fonda Spirits_of_the_Dead  writer  Federico_Fellini ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,3
"22884, 22895",L.A._Law  creator  Steven_Bochco L.A._Law  starring  L.A._Law ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"22884, 22895",L.A._Law  creator  Steven_Bochco L.A._Law  starring  L.A._Law ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"22884, 22895",L.A._Law  creator  Steven_Bochco L.A._Law  starring  L.A._Law ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"22884, 22895",L.A._Law  creator  Steven_Bochco L.A._Law  starring  L.A._Law ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"22884, 22895",L.A._Law  creator  Steven_Bochco L.A._Law  starring  L.A._Law ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
23555,A_Family_Secret  starring  Ginette_Reno A_Family_Secret  writer  Ghyslaine ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
23555,A_Family_Secret  starring  Ginette_Reno A_Family_Secret  writer  Ghyslaine ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,3
23555,A_Family_Secret  starring  Ginette_Reno A_Family_Secret  writer  Ghyslaine ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
23555,A_Family_Secret  starring  Ginette_Reno A_Family_Secret  writer  Ghyslaine ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
23555,A_Family_Secret  starring  Ginette_Reno A_Family_Secret  writer  Ghyslaine ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,3
"25116, 25126, 25136, 25146, 25156, 25167, 25177, 25187, 25198",Norma_Fox_Mazer  genre  Children's_literature Norma_Fox_Mazer  award  Newbery_Medal ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"25116, 25126, 25136, 25146, 25156, 25167, 25177, 25187, 25198",Norma_Fox_Mazer  genre  Children's_literature Norma_Fox_Mazer  award  Newbery_Medal ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"25116, 25126, 25136, 25146, 25156, 25167, 25177, 25187, 25198",Norma_Fox_Mazer  genre  Children's_literature Norma_Fox_Mazer  award  Newbery_Medal ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"25116, 25126, 25136, 25146, 25156, 25167, 25177, 25187, 25198",Norma_Fox_Mazer  genre  Children's_literature Norma_Fox_Mazer  award  Newbery_Medal ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"25116, 25126, 25136, 25146, 25156, 25167, 25177, 25187, 25198",Norma_Fox_Mazer  genre  Children's_literature Norma_Fox_Mazer  award  Newbery_Medal ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"22568, 22578, 22590",North_(1994_film)  producer  Rob_Reiner North_(1994_film)  starring  Scarlett_Johansson ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,3
"22568, 22578, 22590",North_(1994_film)  producer  Rob_Reiner North_(1994_film)  starring  Scarlett_Johansson ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,3
"22568, 22578, 22590",North_(1994_film)  producer  Rob_Reiner North_(1994_film)  starring  Scarlett_Johansson ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,3
"22568, 22578, 22590",North_(1994_film)  producer  Rob_Reiner North_(1994_film)  starring  Scarlett_Johansson ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,3
"22568, 22578, 22590",North_(1994_film)  producer  Rob_Reiner North_(1994_film)  starring  Scarlett_Johansson ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,3
"25102, 25164, 25172, 25182, 25192, 25242, 25252, 25262, 25272, 25282, 25363, 25372",Ray_Bradbury  genre  Mystery_fiction Ray_Bradbury  award  National_Medal_of_Arts ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",1
"25102, 25164, 25172, 25182, 25192, 25242, 25252, 25262, 25272, 25282, 25363, 25372",Ray_Bradbury  genre  Mystery_fiction Ray_Bradbury  award  National_Medal_of_Arts ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"25102, 25164, 25172, 25182, 25192, 25242, 25252, 25262, 25272, 25282, 25363, 25372",Ray_Bradbury  genre  Mystery_fiction Ray_Bradbury  award  National_Medal_of_Arts ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"25102, 25164, 25172, 25182, 25192, 25242, 25252, 25262, 25272, 25282, 25363, 25372",Ray_Bradbury  genre  Mystery_fiction Ray_Bradbury  award  National_Medal_of_Arts ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"25102, 25164, 25172, 25182, 25192, 25242, 25252, 25262, 25272, 25282, 25363, 25372",Ray_Bradbury  genre  Mystery_fiction Ray_Bradbury  award  National_Medal_of_Arts ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",1
"25115, 25125, 25135",Theodore_Sturgeon  genre  Science_fiction Theodore_Sturgeon  award  Nebula_Award ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",1
"25115, 25125, 25135",Theodore_Sturgeon  genre  Science_fiction Theodore_Sturgeon  award  Nebula_Award ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"25115, 25125, 25135",Theodore_Sturgeon  genre  Science_fiction Theodore_Sturgeon  award  Nebula_Award ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"25115, 25125, 25135",Theodore_Sturgeon  genre  Science_fiction Theodore_Sturgeon  award  Nebula_Award ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"25115, 25125, 25135",Theodore_Sturgeon  genre  Science_fiction Theodore_Sturgeon  award  Nebula_Award ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
24134,The_Purple_Rose_of_Cairo  starring  Mia_Farrow The_Purple_Rose_of_Cairo  musicComposer  Dick_Hyman ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
24134,The_Purple_Rose_of_Cairo  starring  Mia_Farrow The_Purple_Rose_of_Cairo  musicComposer  Dick_Hyman ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
24134,The_Purple_Rose_of_Cairo  starring  Mia_Farrow The_Purple_Rose_of_Cairo  musicComposer  Dick_Hyman ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
24134,The_Purple_Rose_of_Cairo  starring  Mia_Farrow The_Purple_Rose_of_Cairo  musicComposer  Dick_Hyman ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
24134,The_Purple_Rose_of_Cairo  starring  Mia_Farrow The_Purple_Rose_of_Cairo  musicComposer  Dick_Hyman ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24326, 24336, 24346, 24356, 24366, 24376, 24386, 24396",Picking_Up_the_Pieces_(film)  starring  Woody_Allen Picking_Up_the_Pieces_(film)  cinematography  Vittorio_Storaro ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24326, 24336, 24346, 24356, 24366, 24376, 24386, 24396",Picking_Up_the_Pieces_(film)  starring  Woody_Allen Picking_Up_the_Pieces_(film)  cinematography  Vittorio_Storaro ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24326, 24336, 24346, 24356, 24366, 24376, 24386, 24396",Picking_Up_the_Pieces_(film)  starring  Woody_Allen Picking_Up_the_Pieces_(film)  cinematography  Vittorio_Storaro ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,4
"24326, 24336, 24346, 24356, 24366, 24376, 24386, 24396",Picking_Up_the_Pieces_(film)  starring  Woody_Allen Picking_Up_the_Pieces_(film)  cinematography  Vittorio_Storaro ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24326, 24336, 24346, 24356, 24366, 24376, 24386, 24396",Picking_Up_the_Pieces_(film)  starring  Woody_Allen Picking_Up_the_Pieces_(film)  cinematography  Vittorio_Storaro ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"21766, 21776, 21786, 21796, 21806, 21816, 21826, 21836, 21846",Martin_Edwards_(author)  occupation  Solicitor Martin_Edwards_(author)  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,1
"21766, 21776, 21786, 21796, 21806, 21816, 21826, 21836, 21846",Martin_Edwards_(author)  occupation  Solicitor Martin_Edwards_(author)  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,3
"21766, 21776, 21786, 21796, 21806, 21816, 21826, 21836, 21846",Martin_Edwards_(author)  occupation  Solicitor Martin_Edwards_(author)  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,4
"21766, 21776, 21786, 21796, 21806, 21816, 21826, 21836, 21846",Martin_Edwards_(author)  occupation  Solicitor Martin_Edwards_(author)  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,1
"21766, 21776, 21786, 21796, 21806, 21816, 21826, 21836, 21846",Martin_Edwards_(author)  occupation  Solicitor Martin_Edwards_(author)  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,3
25298,Clare_Chambers  genre  Children's_literature Clare_Chambers  award  Romantic_Novelists'_Association_Awards ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",1
25298,Clare_Chambers  genre  Children's_literature Clare_Chambers  award  Romantic_Novelists'_Association_Awards ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
25298,Clare_Chambers  genre  Children's_literature Clare_Chambers  award  Romantic_Novelists'_Association_Awards ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
25298,Clare_Chambers  genre  Children's_literature Clare_Chambers  award  Romantic_Novelists'_Association_Awards ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",4
25298,Clare_Chambers  genre  Children's_literature Clare_Chambers  award  Romantic_Novelists'_Association_Awards ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"25479, 25509, 25519, 25529, 25539, 25549, 25559, 25569, 25599, 25399, 25629, 25429, 25459, 25469, 25379, 25389, 25409, 25419, 25439, 25449, 25489, 25499, 25579, 25589, 25609, 25619, 25639, 25649",From_Here_to_Eternity  starring  Frank_Sinatra From_Here_to_Eternity  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,3
"25479, 25509, 25519, 25529, 25539, 25549, 25559, 25569, 25599, 25399, 25629, 25429, 25459, 25469, 25379, 25389, 25409, 25419, 25439, 25449, 25489, 25499, 25579, 25589, 25609, 25619, 25639, 25649",From_Here_to_Eternity  starring  Frank_Sinatra From_Here_to_Eternity  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,4
"25479, 25509, 25519, 25529, 25539, 25549, 25559, 25569, 25599, 25399, 25629, 25429, 25459, 25469, 25379, 25389, 25409, 25419, 25439, 25449, 25489, 25499, 25579, 25589, 25609, 25619, 25639, 25649",From_Here_to_Eternity  starring  Frank_Sinatra From_Here_to_Eternity  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,3
"25479, 25509, 25519, 25529, 25539, 25549, 25559, 25569, 25599, 25399, 25629, 25429, 25459, 25469, 25379, 25389, 25409, 25419, 25439, 25449, 25489, 25499, 25579, 25589, 25609, 25619, 25639, 25649",From_Here_to_Eternity  starring  Frank_Sinatra From_Here_to_Eternity  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,3
"25479, 25509, 25519, 25529, 25539, 25549, 25559, 25569, 25599, 25399, 25629, 25429, 25459, 25469, 25379, 25389, 25409, 25419, 25439, 25449, 25489, 25499, 25579, 25589, 25609, 25619, 25639, 25649",From_Here_to_Eternity  starring  Frank_Sinatra From_Here_to_Eternity  starring  Frank_Sinatra ,244,Give me the name of a show that is starred by both Frank Sinatra and John Mahoney ?  ,3
"21768, 21778, 21788, 21798, 21808, 21818, 21828, 21838, 21848",Jeremy_Levin  occupation  Teva_Pharmaceutical_Industries Jeremy_Levin  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,3
"21768, 21778, 21788, 21798, 21808, 21818, 21828, 21838, 21848",Jeremy_Levin  occupation  Teva_Pharmaceutical_Industries Jeremy_Levin  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,1
"21768, 21778, 21788, 21798, 21808, 21818, 21828, 21838, 21848",Jeremy_Levin  occupation  Teva_Pharmaceutical_Industries Jeremy_Levin  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,2
"21768, 21778, 21788, 21798, 21808, 21818, 21828, 21838, 21848",Jeremy_Levin  occupation  Teva_Pharmaceutical_Industries Jeremy_Levin  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,1
"21768, 21778, 21788, 21798, 21808, 21818, 21828, 21838, 21848",Jeremy_Levin  occupation  Teva_Pharmaceutical_Industries Jeremy_Levin  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,2
"23515, 23545, 23495, 23485, 23505, 23525, 23535",Mommy_Is_at_the_Hairdresser's  starring line_Bonnier Mommy_Is_at_the_Hairdresser's  writer  Isabelle_Hbert ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,3
"23515, 23545, 23495, 23485, 23505, 23525, 23535",Mommy_Is_at_the_Hairdresser's  starring line_Bonnier Mommy_Is_at_the_Hairdresser's  writer  Isabelle_Hbert ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,1
"23515, 23545, 23495, 23485, 23505, 23525, 23535",Mommy_Is_at_the_Hairdresser's  starring line_Bonnier Mommy_Is_at_the_Hairdresser's  writer  Isabelle_Hbert ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,3
"23515, 23545, 23495, 23485, 23505, 23525, 23535",Mommy_Is_at_the_Hairdresser's  starring line_Bonnier Mommy_Is_at_the_Hairdresser's  writer  Isabelle_Hbert ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
"23515, 23545, 23495, 23485, 23505, 23525, 23535",Mommy_Is_at_the_Hairdresser's  starring line_Bonnier Mommy_Is_at_the_Hairdresser's  writer  Isabelle_Hbert ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
