Query_ID,Query_Natural_Language,Query_Type,ModelX,ModelY,User_Choice,Comment/Explanation
896,List of actors who are influenced by the same people ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,No-Rank Approach,Y includes list who are influenced by the film.
896,List of actors who are influenced by the same people ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,Same
897,List of movies that were directed by one of their stars; and their religion ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Different movies but everything is targetted on both lists.
897,List of movies that were directed by one of their stars; and their religion ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,data is clear
897,List of movies that were directed by one of their stars; and their religion ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Equal
897,List of movies that were directed by one of their stars; and their religion ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,They both are good answers.
897,List of movies that were directed by one of their stars; and their religion ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Both lists are good
898,List of couples who were born in the same place ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,No-Rank Approach,"Maybe X because contains not just countries,but a few cities."
898,List of couples who were born in the same place ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,"all of them are good, data is pretty clear"
898,List of couples who were born in the same place ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,Same results
898,List of couples who were born in the same place ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,They both are good answers.
898,List of couples who were born in the same place ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,X list contains: Einstein_family spouse Einstein_family-there is no names; y list is complete
904,List of award-winning comedy shows and their stars ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,better options
904,List of award-winning comedy shows and their stars ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,Both lists are correct.
904,List of award-winning comedy shows and their stars ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,No-Rank Approach,X IS BETTER LIST of award-winning comedy shows and their stars
904,List of award-winning comedy shows and their stars ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,X and Y both answer the question
904,List of award-winning comedy shows and their stars ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,No-Rank Approach,Y is better. X is irrelevant because it s have a the same  movies.
906,List of couples who have the same job ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,"On Xlist there are 3 bad parts,like ""Wendy_Williams spouse Wendy_Williams""."
906,List of couples who have the same job ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,same
906,List of couples who have the same job ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,same topic
906,List of couples who have the same job ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,y famous
906,List of couples who have the same job ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,its better
907,List of sitoms; their directors; the spouses and the birth places of the directors ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,both lists are valid
907,List of sitoms; their directors; the spouses and the birth places of the directors ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Equal
907,List of sitoms; their directors; the spouses and the birth places of the directors ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,both are corect
907,List of sitoms; their directors; the spouses and the birth places of the directors ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Both lists includes all the things asked for.
907,List of sitoms; their directors; the spouses and the birth places of the directors ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Same
910,List of producers who were born in the same places; and the largest city in that place (i.e country) ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,On Y lists not all cities are from appropriate countries.
910,List of producers who were born in the same places; and the largest city in that place (i.e country) ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,No-Rank Approach,List X have respeat
910,List of producers who were born in the same places; and the largest city in that place (i.e country) ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,same
910,List of producers who were born in the same places; and the largest city in that place (i.e country) ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Same
910,List of producers who were born in the same places; and the largest city in that place (i.e country) ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,both list are same
912,List of couples who graduated from the same universities ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,"Different lists,both by the rules."
912,List of couples who graduated from the same universities ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,all of them are good
912,List of couples who graduated from the same universities ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Equal
912,List of couples who graduated from the same universities ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,They both are good answers.
912,List of couples who graduated from the same universities ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,No-Rank Approach,X list contains repetitive data
915,List of stars who are also producers; and their birth names ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,both are corect
915,List of stars who are also producers; and their birth names ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,Same
915,List of stars who are also producers; and their birth names ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,same
915,List of stars who are also producers; and their birth names ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,same
915,List of stars who are also producers; and their birth names ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,more famouse
917,List of cities that have the same time zones as NYC's ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,All cities are in Eastern Time Zone.
917,List of cities that have the same time zones as NYC's ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Equal
917,List of cities that have the same time zones as NYC's ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,same
917,List of cities that have the same time zones as NYC's ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Same
917,List of cities that have the same time zones as NYC's ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,both list are same
919,List of people who graduated from Harvard University and their nationalities ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Respected rules in both lists.
919,List of people who graduated from Harvard University and their nationalities ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,same
919,List of people who graduated from Harvard University and their nationalities ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,same quality answers
919,List of people who graduated from Harvard University and their nationalities ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,same
919,List of people who graduated from Harvard University and their nationalities ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,they both have people
920,List of newspapers who have the same format as The Oxford Times' ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,No difference.
920,List of newspapers who have the same format as The Oxford Times' ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,all of them are Tabloid
920,List of newspapers who have the same format as The Oxford Times' ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Same results
920,List of newspapers who have the same format as The Oxford Times' ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Both answers are same.
920,List of newspapers who have the same format as The Oxford Times' ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,both lists are good
921,List of channels; theis slogans; and their first air dates ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,No-Rank Approach,List Y have repeat channels
921,List of channels; theis slogans; and their first air dates ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,X and Y both answer the question
921,List of channels; theis slogans; and their first air dates ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,same
921,List of channels; theis slogans; and their first air dates ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,They both are same.
921,List of channels; theis slogans; and their first air dates ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,No-Rank Approach,X
922,List of late directors who were actors at the same time; and their death places and dates ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,No-Rank Approach,y list has more various results
922,List of late directors who were actors at the same time; and their death places and dates ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Equal
922,List of late directors who were actors at the same time; and their death places and dates ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Both lists fulfill what is asked
922,List of late directors who were actors at the same time; and their death places and dates ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Same
922,List of late directors who were actors at the same time; and their death places and dates ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,they both acting and director
925,List of producers; actors; and directors who were born in the same places ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Both lists are correct.
925,List of producers; actors; and directors who were born in the same places ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,same
925,List of producers; actors; and directors who were born in the same places ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,more famous people in x
925,List of producers; actors; and directors who were born in the same places ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,x more famous
925,List of producers; actors; and directors who were born in the same places ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,No-Rank Approach,better
926,List of couples who worked with the same directors ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,same list
926,List of couples who worked with the same directors ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X is better because it’s more accurate
926,List of couples who worked with the same directors ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,same
926,List of couples who worked with the same directors ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,They both are same.
926,List of couples who worked with the same directors ?,Triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Aynı
927,List of producers who were born in Dallas ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,Same results
927,List of producers who were born in Dallas ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,Same because both list are corect
927,List of producers who were born in Dallas ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,All of them were born in Dallas.
927,List of producers who were born in Dallas ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,No-Rank Approach,more producerd
927,List of producers who were born in Dallas ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,both lists are  accurate
928,List of stars of NBC shows ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,No-Rank Approach,x list has more various results
928,List of stars of NBC shows ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,No-Rank Approach,Fail list y
928,List of stars of NBC shows ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,Both lists are of spectacles starring for the nbc
928,List of stars of NBC shows ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,NBC
928,List of stars of NBC shows ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,y better answer
935,List of distributors of Meryl Streep movies ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,both provides valid answer
935,List of distributors of Meryl Streep movies ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,All rules are respected.
935,List of distributors of Meryl Streep movies ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,distribuidores correctos
935,List of distributors of Meryl Streep movies ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,both lists are valid
935,List of distributors of Meryl Streep movies ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,same,Equal
936,List of music composers in Disney movies ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Not sure films from list Y are all Disney's.
936,List of music composers in Disney movies ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,"all movies in X are disney movies, not all movies in Y are disney movies"
936,List of music composers in Disney movies ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Fail list y
936,List of music composers in Disney movies ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X lists all the movies from disney.
936,List of music composers in Disney movies ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Y is not a list of Disney movies at all; X is good
937,List of music composers in indian movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,y has more options
937,List of music composers in indian movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,In X some composers are not from india and Y the composer is from india
937,List of music composers in indian movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,x offers non indian music composers
937,List of music composers in indian movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y lists movies of bollywood only.
937,List of music composers in indian movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,indian
938,List of music composers in horror movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y is corect
938,List of music composers in horror movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,List X have not horror movies
938,List of music composers in horror movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,On X list movies are not horrors.
938,List of music composers in horror movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,same,Same
938,List of music composers in horror movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y it's Horror movies
939,List of music composers in animated movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,y has animated movies
939,List of music composers in animated movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Are well known films and composers
939,List of music composers in animated movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,No-Rank Approach,x because contains animated movie composers
939,List of music composers in animated movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Answers are of animated movies.
939,List of music composers in animated movies ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,animation
940,List of arab countries prime ministers ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,No-Rank Approach,More prime ministers
940,List of arab countries prime ministers ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y is better because it’s more accurate
940,List of arab countries prime ministers ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,same,same
940,List of arab countries prime ministers ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,It has better options.
940,List of arab countries prime ministers ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Muammar_Gaddafi Başbakan Abdessalam_Jalloud
941,List of softwares that were developed by Microsoft ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,More list of software
941,List of softwares that were developed by Microsoft ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y is better because it’s more accurate
941,List of softwares that were developed by Microsoft ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y about softwares
941,List of softwares that were developed by Microsoft ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y lists options that were invented by Microsoft.
941,List of softwares that were developed by Microsoft ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Msdos
942,List of softwares that were developed by Apple ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X is corect
942,List of softwares that were developed by Apple ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,All Apple OS
942,List of softwares that were developed by Apple ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Y list not about software.
942,List of softwares that were developed by Apple ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Better
942,List of softwares that were developed by Apple ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X it's apple software
943,List of softwares that were developed by Nokia ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y is corect
943,List of softwares that were developed by Nokia ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,There is no correct answers in X. Y list is all correct
943,List of softwares that were developed by Nokia ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,"Y is better. X is irrelevant, it does not include any softwares that were developed by Nokia"
943,List of softwares that were developed by Nokia ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,all by nokia
943,List of softwares that were developed by Nokia ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,nokia developers
944,List of softwares that were developed by Samsung ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y is corect
944,List of softwares that were developed by Samsung ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,"There is no software developed by Samsung on X list, while Y contains few"
944,List of softwares that were developed by Samsung ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,"Y is better. X is irrelevant, it does not include any softwares that were developed by Samsung"
944,List of softwares that were developed by Samsung ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,X has nothing to do with samsung
944,List of softwares that were developed by Samsung ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,samsung list
945,List of softwares that were developed by Sony ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,y list doesn't answer to the question
945,List of softwares that were developed by Sony ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Fail in list y
945,List of softwares that were developed by Sony ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,softwares that were developed by Sony are listed only in X list
945,List of softwares that were developed by Sony ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X sony
945,List of softwares that were developed by Sony ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X because there is no sony products at Y list
946,List of time zones of areas in the United States ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y is corect
946,List of time zones of areas in the United States ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,No-Rank Approach,Not Areas os USA
946,List of time zones of areas in the United States ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,On X list not US areas.
946,List of time zones of areas in the United States ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Better
946,List of time zones of areas in the United States ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y is all time zones in USA
947,List of time zones of areas in Africa ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,y shows most africa areas
947,List of time zones of areas in Africa ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,On X list not all areas in Africa.
947,List of time zones of areas in Africa ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,huso africa
947,List of time zones of areas in Africa ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,"y list has all African nations, x list has not African countries too"
947,List of time zones of areas in Africa ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,fail list x
948,List of time zones of areas in the Arab world ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,same,both lists have also other time zones than arabic
948,List of time zones of areas in the Arab world ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,y has arab zones
948,List of time zones of areas in the Arab world ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y contain more arab countries
948,List of time zones of areas in the Arab world ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Arab world
948,List of time zones of areas in the Arab world ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Arab
949,List of time zones of areas in Europe ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,x isnt about euro time zones
949,List of time zones of areas in Europe ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,"Y, all zone its in Europe"
949,List of time zones of areas in Europe ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,same,both give the right answer
949,List of time zones of areas in Europe ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y only lists European time while X lists time from around the world.
949,List of time zones of areas in Europe ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,europan
950,List of film companies and their founders ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,same,both are corect
950,List of film companies and their founders ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,List X doesn't have films companies
950,List of film companies and their founders ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Not film companies on X list.
950,List of film companies and their founders ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,same,Same
950,List of film companies and their founders ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y Are more known
951,List of banks and their founders ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,x list answers better to the question
951,List of banks and their founders ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,fail in list y
951,List of banks and their founders ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X list contains more banks
951,List of banks and their founders ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X banka listesi
951,List of banks and their founders ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,x because there is non bank founders at y list
952,List of information technology companies and their founders ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,same,both are corect
952,List of information technology companies and their founders ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Same
952,List of information technology companies and their founders ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,about  technology companies
952,List of information technology companies and their founders ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,x is more fsmous names
952,List of information technology companies and their founders ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,better answers
953,List of resorts and their founders ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,More resorts
953,List of resorts and their founders ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y is better because it’s more accurate
953,List of resorts and their founders ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y - resorts
953,List of resorts and their founders ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y is a better option.
953,List of resorts and their founders ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Hilton
954,List of area codes in regions in the Arab world ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X is corect
954,List of area codes in regions in the Arab world ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,"There is no answers to query in Y, but there are 2 in X"
954,List of area codes in regions in the Arab world ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,same,X and Y both not answer the question. So X and Y are the same.
954,List of area codes in regions in the Arab world ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Y not arab
954,List of area codes in regions in the Arab world ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,No-Rank Approach,arab countries
955,List of area codes in regions in Europe ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,y list is not about Europe
955,List of area codes in regions in Europe ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Fail in list y
955,List of area codes in regions in Europe ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Only X answers the question correctly
955,List of area codes in regions in Europe ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Y amerika
955,List of area codes in regions in Europe ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,same,both x and y contains info for area code
956,List of area codes in regions in Africa ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,x provides more correct answer
956,List of area codes in regions in Africa ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Not all regions from Y list in Africa.
956,List of area codes in regions in Africa ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,regiones son sus codigos
956,List of area codes in regions in Africa ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,x list is more about Africa
956,List of area codes in regions in Africa ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Fail list y
957,List of indian producers and their religions ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,more indian producers
957,List of indian producers and their religions ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,x has indian
957,List of indian producers and their religions ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Y are not indian
957,List of indian producers and their religions ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,List of INDIAN producers and their religions
957,List of indian producers and their religions ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,INDIAN
958,List of universities and their mottos ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,The list X contain complete information
958,List of universities and their mottos ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,y list has results that are about other organizations
958,List of universities and their mottos ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Y includes school and high school and its mottos.  only universities.
958,List of universities and their mottos ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,On Y list not only universities.
958,List of universities and their mottos ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Better
959,List of death dates of US presidents ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X is corect
959,List of death dates of US presidents ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Y list is not list of USA presidents; X answers are correct
959,List of death dates of US presidents ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,"X is better. Y is irrelevant, it does not include any death date of US presidents"
959,List of death dates of US presidents ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,better
959,List of death dates of US presidents ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,true list
960,List of death dates of indian actors ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,has more indian actors
960,List of death dates of indian actors ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,78/5000 Although in Y some names are not of actors is the one that has more quantity
960,List of death dates of indian actors ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,"Y because x is not the list of death for indian actors. Y also contains a few non indian people, but it is better."
960,List of death dates of indian actors ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,It lists Indian actors.
960,List of death dates of indian actors ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,more big list
961,List of late indian producers and their death causes ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,same,both provides valid answer
961,List of late indian producers and their death causes ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,same,Both lists are proper.
961,List of late indian producers and their death causes ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,same,todas correctas
961,List of late indian producers and their death causes ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,same,both lists don't answer to the question
961,List of late indian producers and their death causes ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,same,Equal
962,List of politicians who are also actors ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X is corect
962,List of politicians who are also actors ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Better
962,List of politicians who are also actors ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,politicians who are also actors
962,List of politicians who are also actors ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,x are politicians
962,List of politicians who are also actors ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,y isn't right
